Annex_B_Adapter_Interface_v1_Spec.md	10	- Adapters MUST NOT bind to external interfaces.
Annex_B_Adapter_Interface_v1_Spec.md	83	Adapters MUST return metadata required for audit:
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	3	Status: **LOCKED** (applies to Phase 2+; Packs MUST NOT modify these contracts)
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	16	**AIGC Core SHALL be offline-by-default.** Any network access is:
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	22	**AIGC Core SHALL produce a provably-auditable Evidence Bundle** for every exported run, compliant with **Evidence Bundle v1**.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	24	**AIGC Core SHALL be deterministic where determinism is claimed**, per Addendum A (Determinism Matrix v1).
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	34	- All Core-initiated HTTP(S) MUST route through a single Rust `EgressClient`.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	38	- The UI (Tauri webview) MUST NOT be able to make arbitrary network calls.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	39	- UI network calls MUST go through `tauri::invoke` into Rust, which uses `EgressClient`.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	40	- Remote origin loading MUST be disabled (CSP + Tauri config; no remote pages).
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	43	- Adapters are local HTTP only (127.0.0.1). Core SHALL reject adapter endpoints not bound to loopback.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	44	- When Online Mode is OFF, Core SHALL prevent any Core-mediated external access and SHALL record any attempted egress as blocked.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	45	- Core SHALL NOT claim “adapter egress is prevented” unless an OS-level firewall profile is active (proof level below).
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	56	**Rule match:** `scheme + host + port` MUST match; `path_prefix` MUST match if present.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	64	Core MUST NOT claim a stronger proof level than it can enforce.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	69	- Switching to `ONLINE_ALLOWLISTED` MUST be a **user** action (actor=`user`) with explicit acknowledgement.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	71	Every exported run MUST include:
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	103	To remain compatible with Annex A, each audit event MUST include at minimum:
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	115	### 2.4 Verification Rule (Bundle Validator MUST enforce)
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	127	When producing `evidence_bundle_<run_id>_v1.zip`, Core SHALL:
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	135	- `run_id` MUST be derived from `manifest_inputs_fingerprint` (per Addendum A)
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	136	- Deliverables MUST NOT include wall-clock timestamps or random IDs
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	137	- Any `generated_at_*` fields that appear in **D2** artifacts MUST be set to `LOCKED_EPOCH` (defined below)
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	166	Core MUST write these maps to `attachments/` (not `deliverables/`).
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	169	Evidence Bundle v1 is locked (Annex A). To support privacy-first exports while remaining auditable, Core MUST record an explicit input export profile in `inputs_snapshot/policy_snapshot.json`:
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	176	- Bundle MUST include **input hashes and metadata** via:
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	180	- Bundle MUST NOT include raw input bytes.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	181	- Validation MUST prove **internal consistency + tamper-evidence** (manifest ↔ hashes ↔ audit chain). Recomputing input hashes from bytes is not applicable.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	184	- Bundle MUST include raw bytes for every input artifact under an **extension path within Annex A’s existing directory**:
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	187	- Validation MUST recompute SHA-256 of each included input and match `artifact_hashes.csv` + `run_manifest.json`.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	190	- Input artifacts MUST correspond 1:1 to `run_manifest.json.inputs[]`.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	191	- If a policy pack forbids retention of certain inputs, Core MUST not store those bytes at rest; export MUST remain `HASH_ONLY`.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	195	`artifact_hashes.csv` is the recomputation anchor. It MUST be a UTF-8 CSV with header row and the columns:
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	213	Each pack export MUST include `exports/<pack_id>/attachments/templates_used.json`:
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	240	Citations MUST be stored at:
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	275	- If determinism is enabled, `generated_at_ms` MUST be `LOCKED_EPOCH`.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	286	- All Strict-exportable deliverables MUST include explicit claim markers in the Markdown:
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	288	- Claim IDs MUST be unique per output file and stable within a run.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	292	- Every `<!-- CLAIM:... -->` marker MUST have ≥1 citation entry in `citations_map.json`.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	295	Each citation MUST use one locator type:
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	333	Redaction map MUST be stored at:
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	338	- If determinism is enabled, `generated_at_ms` MUST be `LOCKED_EPOCH`.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	385	- Export MUST be blocked until required redactions are applied and validated.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	387	- For each citation in `citations_map.json`, if the cited artifact is classified `Restricted` or tagged with any of `PII|PHI|PCI|SECRET` (from `inputs_snapshot/artifact_list.json`), then a redaction MUST exist whose region fully covers that cited locator region.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	388	- The audit event `REDACTION_VALIDATION_RESULT` MUST report `missing_required_redactions == 0` on PASS.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	410	If `pinning_level` is insufficient for policy, export MUST be blocked with `EXPORT_BLOCKED.block_reason = INSUFFICIENT_PINNING`.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	415	Core MUST ship:
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	420	- Any BLOCKER gate failure MUST block export under the policy that applies.
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	425	Core SHALL include a bundle validator that enforces:
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	436	### 10.1 What MUST be encrypted at rest
Phase_2_5_Lock_Addendum_v2.5-lock-4.md	465	Each artifact MUST record:
Addendum_A_Determinism_Matrix_v2.md	48	| `BUNDLE_INFO.json` | D2 | raw sha256 | `generated_at` MUST be `LOCKED_EPOCH` when determinism enabled |
Addendum_A_Determinism_Matrix_v2.md	79	- All ZIP entry mtimes MUST be set to Unix epoch (`0`) or DOS epoch equivalent; no per-file timestamps.
Addendum_A_Determinism_Matrix_v2.md	90	- ZIP comment MUST be empty.
Addendum_A_Determinism_Matrix_v2.md	97	- Any field marked `LOCKED_EPOCH` MUST be the literal `LOCKED_EPOCH` string (not a real time).
Addendum_A_Determinism_Matrix_v2.md	98	- If determinism disabled, timestamps may be real but MUST be ISO-8601 UTC.
Addendum_B_Audit_Event_Taxonomy_v2.md	3	Status: LOCKED (Core + Packs MUST emit these events via Core; Packs MUST NOT invent parallel audit logs)
Addendum_B_Audit_Event_Taxonomy_v2.md	9	Each NDJSON line MUST be a JSON object containing at minimum:
Addendum_B_Audit_Event_Taxonomy_v2.md	23	Hash-chain canonicalization and hashing MUST follow Phase 2.5 Lock Addendum.
Addendum_B_Audit_Event_Taxonomy_v2.md	38	- State transitions MUST be recorded via `RUN_STATE_CHANGED`.
Addendum_B_Audit_Event_Taxonomy_v2.md	40	- Export failure MUST be recorded via `EXPORT_BLOCKED` (policy/gate block) or `EXPORT_FAILED` (unexpected failure).
Addendum_B_Audit_Event_Taxonomy_v2.md	98	All lists in `details` MUST be stable-sorted where applicable.
Addendum_B_Audit_Event_Taxonomy_v2.md	101	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	109	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	115	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	124	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	130	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	135	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	140	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	149	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	153	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	161	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	169	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	175	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	182	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	187	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	193	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	199	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	207	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	214	- `locator_schema_version` MUST be `LOCATOR_SCHEMA_V1` (defined in `Phase_2_5_Lock_Addendum_v2.5-lock-4.md`).
Addendum_B_Audit_Event_Taxonomy_v2.md	215	- If `result=FAIL`, details MUST include failing claim IDs and locator parse errors.
Addendum_B_Audit_Event_Taxonomy_v2.md	217	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	224	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	228	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	236	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	242	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	248	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	253	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	260	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	266	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	272	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	277	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	282	details MUST include:
Addendum_B_Audit_Event_Taxonomy_v2.md	291	- Events MUST be appended in chronological order by `ts_utc`.
Phase_1_Governance_Blueprint_Outline.md	133	### Model governance requirements (SHALL)
Phase_1_Governance_Blueprint_Outline.md	194	- **RedlineOS Pack SHALL ship on macOS + Windows**.
Phase_0_AI_Governance_Bible_Blueprint.md	13	- **SHALL** = mandatory, enforced by product behavior or process gate.
Phase_0_AI_Governance_Bible_Blueprint.md	31	- The system **SHALL** default to **offline mode** (no egress).
Phase_0_AI_Governance_Bible_Blueprint.md	32	- The system **SHALL** support explicit **Online Mode** gated by:
Phase_0_AI_Governance_Bible_Blueprint.md	38	- The system **SHALL** minimize stored data to what is necessary for the selected workflow.
Phase_0_AI_Governance_Bible_Blueprint.md	39	- The system **SHALL** require Vault purpose metadata (e.g., “SOC2 evidence collection”) to guide retention defaults.
Phase_0_AI_Governance_Bible_Blueprint.md	42	- The system **SHALL** produce **tamper-evident audit logs**.
Phase_0_AI_Governance_Bible_Blueprint.md	43	- The system **SHALL** produce a per‑Run **Run Manifest** including:
Phase_0_AI_Governance_Bible_Blueprint.md	51	- Under Strict policy, the system **SHALL** enforce “**no citation, no claim**” for generated narrative outputs.
Phase_0_AI_Governance_Bible_Blueprint.md	52	- Citations **SHALL** reference the source artifact with stable locators (page/line span; timestamp ranges; bounding boxes).
Phase_0_AI_Governance_Bible_Blueprint.md	55	- The system **SHALL** require explicit user confirmation for:
Phase_0_AI_Governance_Bible_Blueprint.md	62	- The system **SHALL** record **model identity** and **configuration** used for every Run.
Phase_0_AI_Governance_Bible_Blueprint.md	63	- The system **SHALL** support **version pinning** for models and adapters.
Phase_0_AI_Governance_Bible_Blueprint.md	64	- The system **SHALL NOT** silently update models or adapters affecting output behavior.
Phase_0_AI_Governance_Bible_Blueprint.md	65	- Updates **SHALL** be accompanied by:
Phase_0_AI_Governance_Bible_Blueprint.md	71	- The project **SHALL** follow a secure development lifecycle aligned to SSDF practices:
Phase_0_AI_Governance_Bible_Blueprint.md	78	- The system **SHALL** provide evidence artifacts and controls aligned to common security/compliance expectations, including:
Phase_0_AI_Governance_Bible_Blueprint.md	95	- All policy exceptions **SHALL** be documented in a Decision Log (Appendix C).
Phase_0_AI_Governance_Bible_Blueprint.md	96	- Exceptions **SHALL** include:
Phase_0_AI_Governance_Bible_Blueprint.md	149	> This matrix is the binding contract between the Bible and the product. Every SHALL requires:
Phase_0_AI_Governance_Bible_Blueprint.md	154	| Bible Policy ID | Requirement (SHALL) | Mechanism (Core/Pack/Process) | Evidence Artifact | Verification Test |
Phase_0_AI_Governance_Bible_Blueprint.md	212	- Bible ToC and policy statements are finalized at **SHALL/SHOULD** level.
Phase_0_AI_Governance_Bible_Blueprint.md	213	- Traceability matrix covers all critical SHALL statements.
